puzzle,path,generated,expanded,close,open
Jam-3,15,1960,219,219,152
Jam-3,15,1976,220,220,171
Jam-3,15,2006,224,224,142
Jam-3,15,2060,230,230,150
Jam-3,15,2048,229,229,141
Jam-3,15,1986,222,222,147
Jam-3,15,2027,226,226,150
Jam-3,15,2088,232,232,162
Jam-3,15,2076,231,231,157
Jam-3,15,2001,223,223,172
Jam-3,15,1956,219,219,145
Jam-3,15,1976,220,220,168
Jam-3,15,2022,225,225,168
Jam-3,15,1978,220,220,172
Jam-3,15,2070,231,231,153
Jam-3,15,1992,223,223,147
Jam-3,15,2014,224,224,174
Jam-3,15,1922,215,215,145
Jam-3,15,2086,232,232,163
Jam-3,15,2060,230,230,150
Jam-3,15,1946,218,218,151
Jam-3,15,1980,221,221,168
Jam-3,15,2036,227,227,176
Jam-3,15,2048,229,229,141
Jam-3,15,1948,218,218,156
Jam-3,15,2088,232,232,162
Jam-3,15,1972,220,220,165
Jam-3,15,2014,225,225,139
Jam-3,15,2062,230,230,152
Jam-3,15,2009,224,224,165
Jam-3,15,1972,220,220,168
Jam-3,15,2066,230,230,168
Jam-3,15,1960,219,219,152
Jam-3,15,2066,230,230,180
Jam-3,15,1984,221,221,170
Jam-3,15,2044,228,228,146
Jam-3,15,2038,227,227,171
Jam-3,15,1948,218,218,156
Jam-3,15,1980,221,221,154
Jam-3,15,2102,234,234,167
Jam-3,15,1964,219,219,163
Jam-4,9,136,22,22,44
Jam-4,9,140,21,21,54
Jam-4,9,110,17,17,44
Jam-4,9,116,19,19,38
Jam-4,9,126,20,20,42
Jam-4,9,122,19,19,46
Jam-4,9,137,22,22,46
Jam-4,9,161,23,23,60
Jam-4,9,160,23,23,60
Jam-4,9,110,17,17,44
Jam-4,9,191,28,28,62
Jam-4,9,162,25,25,49
Jam-4,9,174,26,26,54
Jam-4,9,122,19,19,44
Jam-4,9,103,16,16,42
Jam-4,9,141,22,22,48
Jam-4,9,106,17,17,41
Jam-4,9,141,21,21,55
Jam-4,9,116,18,18,44
Jam-4,9,135,20,20,54
Jam-4,9,137,21,21,54
Jam-4,9,168,25,25,59
Jam-4,9,186,27,27,63
Jam-4,9,175,25,25,65
Jam-4,9,125,19,19,51
Jam-4,9,108,17,17,41
Jam-4,9,158,24,24,50
Jam-4,9,151,23,23,53
Jam-4,9,119,18,18,48
Jam-4,9,156,24,24,52
Jam-4,9,115,18,18,46
Jam-4,9,168,25,25,59
Jam-4,9,165,25,25,55
Jam-4,9,165,25,25,54
Jam-4,9,183,27,27,59
Jam-4,9,164,25,25,52
Jam-4,9,142,22,22,49
Jam-4,9,139,21,21,54
Jam-4,9,140,21,21,55
Jam-4,9,129,19,19,54
Jam-4,9,171,26,26,58
Jam-4,9,116,18,18,45
Jam-4,9,157,24,24,50
Jam-4,9,165,25,25,56
Jam-4,9,157,23,23,59
Jam-4,9,173,26,26,58
Jam-4,9,136,21,21,50
Jam-4,9,170,26,26,52
Jam-4,9,156,24,24,51
Jam-4,9,165,25,25,56
Jam-4,9,153,23,23,56
Jam-4,9,158,24,24,52
Jam-4,9,168,24,24,64
Jam-4,9,157,23,23,58
Jam-4,9,137,21,21,48
Jam-4,9,132,20,20,54
Jam-4,9,157,24,24,51
Jam-4,9,144,23,23,44
Jam-4,9,150,23,23,50
Jam-4,9,175,25,25,65
Jam-4,9,131,20,20,47
Jam-4,9,162,24,24,57
Jam-4,9,141,22,22,47
Jam-4,9,121,20,20,38
Jam-4,9,147,23,23,48
Jam-4,9,130,20,20,50
Jam-4,9,135,20,20,53
Jam-4,9,122,20,20,39
Jam-4,9,108,17,17,41
Jam-4,9,106,17,17,40
Jam-4,9,146,22,22,57
Jam-4,9,134,20,20,56
Jam-4,9,156,23,23,57
Jam-4,9,125,19,19,48
Jam-4,9,119,19,19,44
Jam-4,9,141,21,21,58
Jam-4,9,130,21,21,44
Jam-4,9,144,22,22,52
Jam-4,9,117,18,18,47
Jam-4,9,149,23,23,52
Jam-4,9,173,25,25,64
Jam-4,9,136,20,20,51
Jam-4,9,117,19,19,40
Jam-4,9,122,19,19,45
Jam-4,9,157,24,24,50
Jam-4,9,172,26,26,56
Jam-4,9,146,22,22,53
Jam-4,9,134,20,20,49
Jam-4,9,186,28,28,59
Jam-4,9,145,22,22,50
Jam-4,9,142,21,21,53
Jam-4,9,153,23,23,57
Jam-4,9,142,21,21,55
Jam-4,9,135,20,20,54
Jam-4,9,136,21,21,51
Jam-4,9,162,24,24,54
Jam-4,9,182,26,26,67
Jam-4,9,122,19,19,45
Jam-4,9,135,21,21,50
Jam-4,9,127,19,19,51
Jam-5,9,126,11,11,88
Jam-5,9,148,13,13,98
Jam-5,9,114,10,10,81
Jam-5,9,171,15,15,109
Jam-5,9,154,13,13,105
Jam-5,9,116,10,10,82
Jam-5,9,106,10,10,72
Jam-5,9,138,12,12,96
Jam-5,9,134,11,11,95
Jam-5,9,144,12,12,101
Jam-5,9,118,11,11,79
Jam-5,9,112,10,10,80
Jam-5,9,125,11,11,87
Jam-5,9,171,14,14,111
Jam-5,9,99,9,9,70
Jam-5,9,143,13,13,94
Jam-5,9,146,12,12,101
Jam-5,9,128,11,11,89
Jam-5,9,149,13,13,103
Jam-5,9,136,12,12,94
Jam-5,9,146,13,13,97
Jam-5,9,110,10,10,77
Jam-5,9,130,11,11,92
Jam-5,9,128,11,11,88
Jam-5,9,103,9,9,74
Jam-5,9,137,12,12,94
Jam-5,9,117,10,10,83
Jam-5,9,129,12,12,87
Jam-5,9,143,12,12,99
Jam-5,9,154,13,13,105
Jam-5,9,134,12,12,88
Jam-5,9,158,14,14,103
Jam-5,9,144,13,13,95
Jam-5,9,114,11,11,77
Jam-5,9,129,12,12,87
Jam-5,9,139,12,12,93
Jam-5,9,113,10,10,80
Jam-5,9,257,28,28,130
Jam-5,9,157,13,13,108
Jam-5,9,285,30,30,148
Jam-5,9,137,12,12,96
Jam-5,9,123,11,11,87
Jam-5,9,120,10,10,87
Jam-5,9,121,10,10,86
Jam-5,9,161,13,13,112
Jam-5,9,167,14,14,111
Jam-5,9,256,28,28,132
Jam-5,9,143,12,12,101
Jam-5,9,166,14,14,111
Jam-5,9,108,10,10,74
Jam-5,9,114,11,11,77
Jam-5,9,145,13,13,97
Jam-5,9,157,14,14,103
Jam-5,9,122,10,10,88
Jam-5,9,156,14,14,101
Jam-5,9,166,14,14,110
Jam-5,9,159,13,13,110
Jam-5,9,160,13,13,110
Jam-5,9,119,11,11,81
Jam-5,9,144,12,12,100
Jam-5,9,106,10,10,72
Jam-5,9,126,11,11,87
Jam-5,9,140,12,12,98
Jam-5,9,149,13,13,101
Jam-5,9,101,9,9,71
Jam-5,9,161,14,14,106
Jam-5,9,139,12,12,96
Jam-5,9,141,12,12,99
Jam-5,9,108,10,10,73
Jam-5,9,151,14,14,96
Jam-5,9,107,9,9,78
Jam-5,9,165,15,15,103
Jam-5,9,130,11,11,91
Jam-5,9,109,9,9,78
Jam-5,9,283,30,30,147
Jam-5,9,99,9,9,70
Jam-5,9,157,13,13,108
Jam-5,9,113,10,10,81
Jam-5,9,108,9,9,78
Jam-5,9,117,10,10,82
Jam-5,9,123,11,11,86
Jam-5,9,141,12,12,97
Jam-5,9,110,9,9,80
Jam-5,9,146,12,12,103
Jam-5,9,139,12,12,93
Jam-5,9,112,10,10,79
Jam-5,9,144,12,12,99
Jam-5,9,108,10,10,75
Jam-5,9,148,12,12,102
Jam-5,9,110,10,10,76
Jam-5,9,159,13,13,110
Jam-5,9,161,14,14,107
Jam-5,9,112,10,10,80
Jam-5,9,132,12,12,90
Jam-5,9,116,11,11,79
Jam-5,9,146,12,12,102
Jam-5,9,130,12,12,88
Jam-5,9,153,13,13,103
Jam-5,9,141,12,12,99
Jam-5,9,298,31,31,154
Jam-6,12,645,65,65,213
Jam-6,13,649,66,66,242
Jam-6,13,699,71,71,250
Jam-6,13,622,63,63,218
Jam-6,12,662,67,67,215
Jam-6,13,625,64,64,222
Jam-6,12,680,69,69,227
Jam-6,12,677,69,69,221
Jam-6,12,672,68,68,236
Jam-6,13,717,73,73,240
Jam-6,13,718,73,73,231
Jam-6,13,695,71,71,241
Jam-6,14,618,63,63,237
Jam-6,13,758,77,77,249
Jam-6,13,730,74,74,247
Jam-6,13,707,72,72,231
Jam-6,14,659,67,67,254
Jam-6,12,764,77,77,245
Jam-6,12,685,70,70,221
Jam-6,13,662,67,67,237
Jam-6,12,761,77,77,251
Jam-6,13,691,70,70,258
Jam-6,13,708,72,72,234
Jam-6,13,726,74,74,236
Jam-6,12,641,65,65,221
Jam-6,14,638,65,65,240
Jam-6,14,617,63,63,235
Jam-6,13,726,74,74,240
Jam-6,13,660,67,67,232
Jam-6,13,677,69,69,224
Jam-6,13,660,67,67,238
Jam-6,14,658,67,67,249
Jam-6,13,716,73,73,243
Jam-6,13,725,74,74,233
Jam-6,13,710,72,72,233
Jam-6,14,706,72,72,235
Jam-6,13,611,62,62,229
Jam-6,12,728,74,74,230
Jam-6,12,661,67,67,233
Jam-6,13,708,72,72,248
Jam-6,13,696,71,71,244
Jam-6,13,652,66,66,252
Jam-6,13,671,68,68,226
Jam-6,12,710,72,72,231
Jam-6,13,710,72,72,235
Jam-6,13,730,74,74,243
Jam-6,14,716,73,73,239
Jam-6,13,701,71,71,237
Jam-6,13,733,74,74,241
Jam-6,13,686,70,70,235
Jam-6,14,726,74,74,243
Jam-6,12,737,75,75,235
Jam-6,13,727,74,74,235
Jam-6,12,740,75,75,241
Jam-6,13,634,64,64,236
Jam-6,13,727,74,74,244
Jam-6,13,700,71,71,248
Jam-6,13,651,66,66,229
Jam-6,13,673,68,68,240
Jam-6,13,639,65,65,235
Jam-6,13,641,65,65,224
Jam-6,14,706,72,72,236
Jam-6,13,611,62,62,228
Jam-6,12,622,63,63,212
Jam-6,13,639,65,65,220
Jam-6,12,680,69,69,230
Jam-6,12,612,62,62,196
Jam-6,13,751,76,76,258
Jam-6,13,696,71,71,239
Jam-6,14,648,66,66,251
Jam-6,14,719,73,73,247
Jam-6,12,667,68,68,229
Jam-6,12,677,69,69,230
Jam-6,13,622,63,63,235
Jam-6,14,697,71,71,249
Jam-6,14,650,66,66,252
Jam-6,14,717,73,73,257
Jam-6,14,628,64,64,241
Jam-6,13,731,74,74,247
Jam-6,12,772,78,78,241
Jam-6,12,720,73,73,228
Jam-6,12,741,75,75,241
Jam-6,13,735,75,75,251
Jam-6,12,650,66,66,215
Jam-6,12,631,64,64,216
Jam-6,13,719,73,73,241
Jam-6,13,628,64,64,238
Jam-6,12,614,62,62,210
Jam-6,12,713,72,72,236
Jam-6,13,664,67,67,233
Jam-6,12,639,65,65,216
Jam-6,14,735,75,75,258
Jam-6,12,718,73,73,235
Jam-6,12,671,68,68,228
Jam-6,13,670,68,68,227
Jam-6,13,620,63,63,216
Jam-6,14,748,76,76,263
Jam-6,14,690,70,70,252
Jam-6,12,662,67,67,220
Jam-6,13,688,70,70,239
Jam-7,13,7688,717,717,946
Jam-7,13,7208,669,669,1033
Jam-7,13,7438,687,687,984
Jam-7,13,7121,660,660,1022
Jam-7,13,7545,697,697,1033
Jam-7,13,7526,703,703,986
Jam-7,13,6961,649,649,1003
Jam-7,13,6992,649,649,1007
Jam-7,13,7008,652,652,993
Jam-7,13,6957,649,649,996
Jam-7,13,7198,670,670,1007
Jam-7,13,6740,633,633,952
Jam-7,13,7357,684,684,1029
Jam-7,13,7454,694,694,964
Jam-7,13,6682,624,624,991
Jam-7,13,6921,639,639,1061
Jam-7,13,7188,673,673,979
Jam-7,13,6701,624,624,1003
Jam-7,13,7627,701,701,1054
Jam-7,13,7786,719,719,1064
Jam-7,13,7634,708,708,975
Jam-7,13,7057,656,656,997
Jam-7,13,7341,676,676,1086
Jam-7,13,7529,696,696,1050
Jam-7,13,7336,678,678,1045
Jam-7,13,7526,698,698,1047
Jam-7,13,7936,740,740,961
Jam-7,13,7269,675,675,997
Jam-7,13,7081,661,661,990
Jam-7,13,7200,675,675,992
Jam-7,13,7485,698,698,1033
Jam-7,13,7259,675,675,984
Jam-7,13,7047,659,659,1009
Jam-7,13,6963,642,642,1067
Jam-7,13,7148,660,660,1016
Jam-7,13,7581,703,703,1017
Jam-7,13,8176,753,753,1039
Jam-7,13,6769,632,632,999
Jam-7,13,7345,682,682,986
Jam-7,13,7982,734,734,1055
Jam-7,13,7055,653,653,1048
Jam-7,13,7195,668,668,996
Jam-7,13,7009,654,654,1016
Jam-7,13,7571,702,702,1018
Jam-7,13,6725,629,629,962
Jam-7,13,7346,686,686,957
Jam-7,13,6952,652,652,962
Jam-7,13,7685,711,711,994
Jam-7,13,6782,631,631,994
Jam-7,13,7361,681,681,1018
Jam-7,13,6991,649,649,1038
Jam-7,13,7429,692,692,969
Jam-7,13,7143,668,668,1006
Jam-7,13,7063,658,658,978
Jam-7,13,7708,710,710,1034
Jam-7,13,7200,671,671,996
Jam-7,13,6834,638,638,997
Jam-7,13,7166,667,667,1017
Jam-7,13,7087,661,661,989
Jam-7,13,7177,663,663,1036
Jam-7,13,7928,731,731,1022
Jam-7,13,7843,722,722,1046
Jam-7,13,6961,647,647,987
Jam-7,13,7282,677,677,1024
Jam-7,13,6809,633,633,1009
Jam-7,13,7953,738,738,1010
Jam-7,13,6820,636,636,972
Jam-7,13,7405,687,687,1064
Jam-7,13,7973,739,739,1037
Jam-7,13,6773,633,633,1019
Jam-7,13,7102,658,658,1015
Jam-7,13,6909,644,644,996
Jam-7,13,6817,637,637,1009
Jam-7,13,7445,691,691,1041
Jam-7,13,7250,674,674,1012
Jam-7,13,7104,659,659,1057
Jam-7,13,7750,721,721,960
Jam-7,13,6965,647,647,1026
Jam-7,13,6792,628,628,1051
Jam-7,13,6900,644,644,994
Jam-7,13,6881,641,641,1010
Jam-7,13,6696,624,624,995
Jam-7,13,7025,647,647,1074
Jam-7,13,7823,723,723,1012
Jam-7,13,7698,705,705,1082
Jam-7,13,7195,666,666,1034
Jam-7,13,7107,660,660,1008
Jam-7,13,7796,724,724,1017
Jam-7,13,7133,659,659,1052
Jam-7,13,6738,631,631,975
Jam-7,13,7588,707,707,962
Jam-7,13,7088,661,661,991
Jam-7,13,6814,635,635,990
Jam-7,13,7573,698,698,1011
Jam-7,13,6841,638,638,967
Jam-7,13,8059,741,741,1016
Jam-7,13,7090,658,658,1012
Jam-7,13,7189,668,668,1013
Jam-7,13,7133,663,663,1011
Jam-7,13,6780,632,632,1005
Jam-8,16,412,59,59,97
Jam-8,16,397,56,56,97
Jam-8,14,379,53,53,108
Jam-8,19,595,105,105,124
Jam-8,14,297,42,42,92
Jam-8,19,615,108,108,127
Jam-8,23,773,131,131,136
Jam-8,14,314,44,44,101
Jam-8,14,331,47,47,100
Jam-8,14,332,47,47,101
Jam-8,19,588,104,104,124
Jam-8,19,605,107,107,125
Jam-8,14,305,42,42,103
Jam-8,14,384,53,53,108
Jam-8,19,606,107,107,128
Jam-8,14,379,52,52,111
Jam-8,14,386,53,53,113
Jam-8,19,621,109,109,126
Jam-8,19,594,105,105,122
Jam-8,19,601,106,106,126
Jam-8,19,608,107,107,126
Jam-8,19,601,106,106,126
Jam-8,19,598,106,106,124
Jam-8,14,337,46,46,110
Jam-8,19,589,105,105,117
Jam-8,14,329,46,46,101
Jam-8,14,367,50,50,111
Jam-8,19,616,108,108,127
Jam-8,14,310,41,41,107
Jam-8,16,412,59,59,97
Jam-8,19,606,107,107,123
Jam-8,16,358,52,52,89
Jam-8,14,380,52,52,112
Jam-8,16,402,56,56,106
Jam-8,14,335,47,47,103
Jam-8,19,599,106,106,126
Jam-8,23,735,125,125,138
Jam-8,19,598,106,106,125
Jam-8,19,607,107,107,128
Jam-8,19,578,103,103,118
Jam-8,19,606,107,107,123
Jam-8,19,592,105,105,122
Jam-8,21,688,118,118,133
Jam-8,14,304,43,43,98
Jam-8,14,301,41,41,103
Jam-8,14,327,44,44,111
Jam-8,19,613,108,108,129
Jam-8,19,616,108,108,126
Jam-8,19,623,109,109,129
Jam-8,16,317,45,45,88
Jam-8,19,575,103,103,115
Jam-8,14,378,53,53,107
Jam-8,19,625,109,109,132
Jam-8,14,363,50,50,111
Jam-8,14,377,52,52,108
Jam-8,19,608,107,107,127
Jam-8,14,299,41,41,99
Jam-8,19,591,105,105,124
Jam-8,14,361,49,49,111
Jam-8,21,683,117,117,135
Jam-8,14,354,48,48,116
Jam-8,19,610,107,107,131
Jam-8,14,309,43,43,101
Jam-8,14,303,42,42,99
Jam-8,14,306,41,41,104
Jam-8,19,593,105,105,125
Jam-8,14,375,52,52,105
Jam-8,16,356,51,51,90
Jam-8,19,622,109,109,126
Jam-8,14,371,52,52,104
Jam-8,14,309,43,43,101
Jam-8,21,730,124,124,141
Jam-8,14,298,41,41,97
Jam-8,16,389,55,55,99
Jam-8,19,577,103,103,118
Jam-8,16,392,55,55,99
Jam-8,14,371,51,51,108
Jam-8,19,588,104,104,121
Jam-8,19,584,104,104,118
Jam-8,14,378,53,53,107
Jam-8,14,335,46,46,109
Jam-8,16,412,59,59,98
Jam-8,14,338,46,46,114
Jam-8,14,384,53,53,108
Jam-8,14,377,52,52,108
Jam-8,14,329,45,45,109
Jam-8,19,594,105,105,127
Jam-8,19,567,102,102,115
Jam-8,19,585,104,104,123
Jam-8,16,318,45,45,89
Jam-8,19,613,108,108,125
Jam-8,19,584,104,104,122
Jam-8,14,366,50,50,109
Jam-8,19,577,103,103,121
Jam-8,19,606,107,107,123
Jam-8,14,368,51,51,110
Jam-8,19,616,108,108,129
Jam-8,14,346,48,48,104
Jam-8,19,576,103,103,117
Jam-8,14,371,52,52,105
Jam-9,12,106,16,16,59
Jam-9,12,98,15,15,55
Jam-9,12,124,17,17,74
Jam-9,12,107,17,17,53
Jam-9,12,142,19,19,82
Jam-9,12,117,17,17,66
Jam-9,12,134,19,19,74
Jam-9,12,106,16,16,59
Jam-9,12,130,19,19,71
Jam-9,12,125,17,17,74
Jam-9,12,93,15,15,50
Jam-9,12,143,20,20,75
Jam-9,12,157,23,23,75
Jam-9,12,118,17,17,68
Jam-9,12,98,15,15,55
Jam-9,12,107,16,16,61
Jam-9,12,172,22,22,95
Jam-9,12,134,19,19,74
Jam-9,12,172,22,22,98
Jam-9,12,152,21,21,81
Jam-9,12,117,17,17,66
Jam-9,12,106,15,15,63
Jam-9,12,113,16,16,67
Jam-9,12,149,19,19,89
Jam-9,12,115,16,16,68
Jam-9,12,116,16,16,70
Jam-9,12,106,17,17,55
Jam-9,12,188,25,25,95
Jam-9,12,118,17,17,68
Jam-9,12,124,18,18,68
Jam-9,12,110,16,16,63
Jam-9,12,195,24,24,109
Jam-9,12,129,18,18,73
Jam-9,12,119,17,17,68
Jam-9,12,135,19,19,72
Jam-9,12,98,15,15,55
Jam-9,12,93,15,15,50
Jam-9,12,135,19,19,73
Jam-9,12,98,15,15,55
Jam-9,12,151,20,20,83
Jam-9,12,142,19,19,82
Jam-9,12,130,18,18,74
Jam-9,12,111,17,17,59
Jam-9,12,142,19,19,82
Jam-9,12,124,19,19,61
Jam-9,12,106,16,16,59
Jam-9,12,154,20,20,90
Jam-9,12,126,18,18,71
Jam-9,12,116,17,17,66
Jam-9,12,98,15,15,55
Jam-9,12,116,16,16,70
Jam-9,12,127,18,18,72
Jam-9,12,126,17,17,76
Jam-9,12,131,19,19,69
Jam-9,12,151,20,20,83
Jam-9,12,107,16,16,61
Jam-9,12,113,16,16,67
Jam-9,12,180,24,24,93
Jam-9,12,172,22,22,98
Jam-9,12,119,16,16,73
Jam-9,12,118,17,17,68
Jam-9,12,158,20,20,90
Jam-9,12,129,19,19,66
Jam-9,12,101,15,15,58
Jam-9,12,135,18,18,79
Jam-9,12,112,17,17,60
Jam-9,12,121,18,18,66
Jam-9,12,162,22,22,86
Jam-9,12,119,18,18,63
Jam-9,12,142,19,19,82
Jam-9,12,101,15,15,58
Jam-9,12,124,17,17,74
Jam-9,12,115,16,16,66
Jam-9,12,107,16,16,61
Jam-9,12,149,19,19,89
Jam-9,12,106,16,16,59
Jam-9,12,126,18,18,70
Jam-9,12,178,24,24,91
Jam-9,12,93,15,15,50
Jam-9,12,143,20,20,74
Jam-9,12,135,18,18,79
Jam-9,12,116,17,17,66
Jam-9,12,116,16,16,70
Jam-9,12,132,20,20,65
Jam-9,12,118,17,17,67
Jam-9,12,115,17,17,64
Jam-9,12,93,15,15,50
Jam-9,12,148,19,19,87
Jam-9,12,98,15,15,55
Jam-9,12,135,18,18,79
Jam-9,12,139,20,20,75
Jam-9,12,158,20,20,90
Jam-9,12,122,19,19,63
Jam-9,12,125,17,17,74
Jam-9,12,119,17,17,67
Jam-9,12,127,18,18,71
Jam-9,12,93,15,15,50
Jam-9,12,98,15,15,55
Jam-9,12,116,16,16,70
Jam-9,12,129,17,17,79
Jam-10,19,1536,214,214,256
Jam-10,19,1473,205,205,255
Jam-10,19,1472,208,208,241
Jam-10,19,1442,202,202,250
Jam-10,19,1427,200,200,243
Jam-10,19,1482,207,207,259
Jam-10,19,1455,203,203,261
Jam-10,19,1427,200,200,240
Jam-10,19,1407,196,196,243
Jam-10,19,1448,204,204,239
Jam-10,19,1341,190,190,233
Jam-10,19,1474,206,206,259
Jam-10,19,1319,188,188,214
Jam-10,19,1341,190,190,228
Jam-10,19,1379,195,195,234
Jam-10,19,1343,190,190,230
Jam-10,19,1390,198,198,234
Jam-10,19,1429,201,201,246
Jam-10,19,1337,189,189,219
Jam-10,19,1316,188,188,216
Jam-10,19,1475,204,204,263
Jam-10,19,1425,200,200,255
Jam-10,19,1329,190,190,209
Jam-10,19,1377,194,194,238
Jam-10,19,1318,187,187,222
Jam-10,19,1433,203,203,242
Jam-10,19,1346,192,192,229
Jam-10,19,1325,189,189,221
Jam-10,19,1405,199,199,235
Jam-10,19,1473,205,205,261
Jam-10,19,1285,184,184,211
Jam-10,19,1465,206,206,243
Jam-10,19,1386,195,195,242
Jam-10,19,1277,183,183,211
Jam-10,19,1309,187,187,217
Jam-10,19,1524,212,212,266
Jam-10,19,1445,205,205,241
Jam-10,19,1443,205,205,243
Jam-10,19,1457,205,205,243
Jam-10,19,1381,194,194,240
Jam-10,19,1326,189,189,207
Jam-10,19,1313,189,189,217
Jam-10,19,1357,193,193,226
Jam-10,19,1541,214,214,262
Jam-10,19,1318,188,188,219
Jam-10,19,1485,208,208,251
Jam-10,19,1453,206,206,242
Jam-10,19,1403,197,197,246
Jam-10,19,1401,197,197,237
Jam-10,19,1440,204,204,235
Jam-10,19,1363,194,194,225
Jam-10,19,1402,199,199,238
Jam-10,19,1397,196,196,235
Jam-10,19,1435,202,202,235
Jam-10,19,1446,204,204,233
Jam-10,19,1293,186,186,206
Jam-10,19,1393,198,198,237
Jam-10,19,1416,198,198,248
Jam-10,19,1504,209,209,254
Jam-10,19,1328,190,190,217
Jam-10,19,1332,191,191,211
Jam-10,19,1275,184,184,206
Jam-10,19,1375,194,194,242
Jam-10,19,1419,199,199,244
Jam-10,19,1446,201,201,252
Jam-10,19,1433,200,200,252
Jam-10,19,1401,196,196,242
Jam-10,19,1352,193,193,225
Jam-10,19,1483,208,208,255
Jam-10,19,1456,203,203,251
Jam-10,19,1490,209,209,251
Jam-10,19,1402,198,198,235
Jam-10,19,1418,201,201,239
Jam-10,19,1318,188,188,214
Jam-10,19,1539,214,214,268
Jam-10,19,1360,193,193,237
Jam-10,19,1357,194,194,214
Jam-10,19,1516,211,211,252
Jam-10,19,1506,209,209,263
Jam-10,19,1382,196,196,222
Jam-10,19,1408,197,197,246
Jam-10,19,1442,202,202,249
Jam-10,19,1450,204,204,250
Jam-10,19,1370,195,195,218
Jam-10,19,1485,208,208,258
Jam-10,19,1409,200,200,243
Jam-10,19,1415,202,202,233
Jam-10,19,1379,195,195,232
Jam-10,19,1431,202,202,243
Jam-10,19,1322,191,191,211
Jam-10,19,1474,207,207,256
Jam-10,19,1473,206,206,248
Jam-10,19,1426,200,200,255
Jam-10,19,1399,198,198,237
Jam-10,19,1331,189,189,224
Jam-10,19,1478,208,208,253
Jam-10,19,1401,199,199,224
Jam-10,19,1335,190,190,226
Jam-10,19,1401,197,197,249
Jam-10,19,1360,192,192,229
