A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,0,1516059877484,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-2_2.html"", ""instructions/instruct-3.html"", ""instructions/instruct-4.html"", ""instructions/instruct-5.html"", ""instructions/instruct-6.html"", ""instructions/instruct-ready.html""], ""action"": ""Begin""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,1,1516059878803,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1316, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,2,1516059879875,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 1071, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,3,1516059880597,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 721, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2_2.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,4,1516059881287,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 3, ""viewTime"": 689, ""action"": ""NextPage"", ""template"": ""instructions/instruct-3.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,5,1516059882271,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 4, ""viewTime"": 982, ""action"": ""NextPage"", ""template"": ""instructions/instruct-4.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,6,1516059883752,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 5, ""viewTime"": 1480, ""action"": ""NextPage"", ""template"": ""instructions/instruct-5.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,7,1516059894929,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 6, ""viewTime"": 11176, ""action"": ""NextPage"", ""template"": ""instructions/instruct-6.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,8,1516059896410,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 7, ""viewTime"": 1479, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,9,1516059896533,""" t:[1516059896533] event:[start] piece:[NA] move#:[0] move:[NA] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,10,1516059900558,""" t:[1516059900558] event:[drag_start] piece:[4] move#:[0] move:[13] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,11,1516059900808,""" t:[1516059900808] event:[drag_end] piece:[4] move#:[0] move:[7] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,12,1516059902008,""" t:[1516059902008] event:[drag_start] piece:[4] move#:[1] move:[7] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,13,1516059902356,""" t:[1516059902356] event:[drag_end] piece:[4] move#:[1] move:[19] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,14,1516059903153,""" t:[1516059903153] event:[drag_start] piece:[r] move#:[2] move:[14] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,15,1516059903564,""" t:[1516059903564] event:[drag_end] piece:[r] move#:[2] move:[12] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,16,1516059904481,""" t:[1516059904481] event:[drag_start] piece:[1] move#:[3] move:[10] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,17,1516059904889,""" t:[1516059904889] event:[drag_end] piece:[1] move#:[3] move:[4] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,18,1516059907111,""" t:[1516059907111] event:[drag_start] piece:[2] move#:[4] move:[20] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,19,1516059907558,""" t:[1516059907558] event:[drag_end] piece:[2] move#:[4] move:[22] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,20,1516059908733,""" t:[1516059908733] event:[drag_start] piece:[6] move#:[5] move:[26] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,21,1516059909159,""" t:[1516059909159] event:[drag_end] piece:[6] move#:[5] move:[8] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,22,1516059909888,""" t:[1516059909888] event:[drag_start] piece:[2] move#:[6] move:[22] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,23,1516059910338,""" t:[1516059910338] event:[drag_end] piece:[2] move#:[6] move:[20] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,24,1516059911009,""" t:[1516059911009] event:[drag_start] piece:[0] move#:[7] move:[27] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,25,1516059911237,""" t:[1516059911237] event:[drag_end] piece:[0] move#:[7] move:[26] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,26,1516059912597,""" t:[1516059912597] event:[drag_start] piece:[1] move#:[8] move:[4] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,27,1516059912944,""" t:[1516059912944] event:[drag_end] piece:[1] move#:[8] move:[16] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,28,1516059913577,""" t:[1516059913577] event:[drag_start] piece:[7] move#:[9] move:[2] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,29,1516059913834,""" t:[1516059913834] event:[drag_end] piece:[7] move#:[9] move:[4] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,30,1516059914589,""" t:[1516059914589] event:[drag_start] piece:[6] move#:[10] move:[8] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,31,1516059914860,""" t:[1516059914860] event:[drag_end] piece:[6] move#:[10] move:[2] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,32,1516059915591,""" t:[1516059915591] event:[drag_start] piece:[r] move#:[11] move:[12] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,33,1516059915902,""" t:[1516059915902] event:[drag_end] piece:[r] move#:[11] move:[14] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,34,1516059916776,""" t:[1516059916776] event:[drag_start] piece:[4] move#:[12] move:[19] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,35,1516059917012,""" t:[1516059917012] event:[drag_end] piece:[4] move#:[12] move:[7] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,36,1516059918071,""" t:[1516059918071] event:[drag_start] piece:[3] move#:[13] move:[33] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,37,1516059918308,""" t:[1516059918308] event:[drag_end] piece:[3] move#:[13] move:[30] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,38,1516059919249,""" t:[1516059919249] event:[drag_start] piece:[1] move#:[14] move:[16] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,39,1516059919513,""" t:[1516059919513] event:[drag_end] piece:[1] move#:[14] move:[22] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,40,1516059920434,""" t:[1516059920434] event:[drag_start] piece:[r] move#:[15] move:[14] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,41,1516059920608,""" t:[1516059920608] event:[win] piece:[r] move#:[15] move:[14] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,42,1516059920715,""" t:[1516059920715] event:[drag_end] piece:[r] move#:[15] move:[16] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,43,1516059920716,""" t:[1516059920716] event:[win] piece:[NA] move#:[16] move:[NA] instance:[prb29027]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,44,1516059921669,""" t:[1516059921669] event:[start] piece:[NA] move#:[0] move:[NA] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,45,1516059934871,""" t:[1516059934871] event:[drag_start] piece:[3] move#:[0] move:[9] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,46,1516059935022,""" t:[1516059935022] event:[drag_end] piece:[3] move#:[0] move:[3] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,47,1516059935673,""" t:[1516059935673] event:[drag_start] piece:[7] move#:[1] move:[21] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,48,1516059935841,""" t:[1516059935841] event:[drag_end] piece:[7] move#:[1] move:[15] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,49,1516059936449,""" t:[1516059936449] event:[drag_start] piece:[0] move#:[2] move:[25] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,50,1516059936653,""" t:[1516059936653] event:[drag_end] piece:[0] move#:[2] move:[27] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,51,1516059937342,""" t:[1516059937342] event:[drag_start] piece:[5] move#:[3] move:[8] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,52,1516059937586,""" t:[1516059937586] event:[drag_end] piece:[5] move#:[3] move:[20] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,53,1516059938259,""" t:[1516059938259] event:[drag_start] piece:[r] move#:[4] move:[12] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,54,1516059938504,""" t:[1516059938504] event:[drag_end] piece:[r] move#:[4] move:[13] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,55,1516059939170,""" t:[1516059939170] event:[drag_start] piece:[6] move#:[5] move:[0] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,56,1516059939428,""" t:[1516059939427] event:[drag_end] piece:[6] move#:[5] move:[1] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,57,1516059940141,""" t:[1516059940141] event:[drag_start] piece:[1] move#:[6] move:[24] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,58,1516059940373,""" t:[1516059940373] event:[drag_end] piece:[1] move#:[6] move:[0] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,59,1516059941095,""" t:[1516059941095] event:[drag_start] piece:[r] move#:[7] move:[13] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,60,1516059941303,""" t:[1516059941303] event:[drag_end] piece:[r] move#:[7] move:[12] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,61,1516059944601,""" t:[1516059944601] event:[drag_start] piece:[5] move#:[8] move:[20] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,62,1516059944891,""" t:[1516059944891] event:[drag_end] piece:[5] move#:[8] move:[8] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,63,1516059945724,""" t:[1516059945724] event:[drag_start] piece:[0] move#:[9] move:[27] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,64,1516059945997,""" t:[1516059945997] event:[drag_end] piece:[0] move#:[9] move:[24] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,65,1516059946838,""" t:[1516059946838] event:[drag_start] piece:[7] move#:[10] move:[15] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,66,1516059947061,""" t:[1516059947061] event:[drag_end] piece:[7] move#:[10] move:[27] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,67,1516059947846,""" t:[1516059947846] event:[drag_start] piece:[4] move#:[11] move:[17] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,68,1516059948024,""" t:[1516059948024] event:[drag_end] piece:[4] move#:[11] move:[23] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,69,1516059948937,""" t:[1516059948937] event:[drag_start] piece:[5] move#:[12] move:[8] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,70,1516059949145,""" t:[1516059949145] event:[drag_end] piece:[5] move#:[12] move:[20] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,71,1516059949891,""" t:[1516059949891] event:[drag_start] piece:[2] move#:[13] move:[4] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,72,1516059950116,""" t:[1516059950116] event:[drag_end] piece:[2] move#:[13] move:[22] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,73,1516059950736,""" t:[1516059950736] event:[drag_start] piece:[r] move#:[14] move:[12] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,74,1516059950903,""" t:[1516059950903] event:[win] piece:[r] move#:[14] move:[12] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,75,1516059950976,""" t:[1516059950976] event:[drag_end] piece:[r] move#:[14] move:[16] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,76,1516059950977,""" t:[1516059950977] event:[win] piece:[NA] move#:[15] move:[NA] instance:[prb44171]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,77,1516059952080,""" t:[1516059952080] event:[start] piece:[NA] move#:[0] move:[NA] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,78,1516059977250,""" t:[1516059977250] event:[drag_start] piece:[2] move#:[0] move:[24] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,79,1516059977546,""" t:[1516059977546] event:[drag_end] piece:[2] move#:[0] move:[18] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,80,1516059978838,""" t:[1516059978838] event:[drag_start] piece:[5] move#:[1] move:[33] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,81,1516059979185,""" t:[1516059979185] event:[drag_end] piece:[5] move#:[1] move:[30] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,82,1516059980052,""" t:[1516059980052] event:[drag_start] piece:[1] move#:[2] move:[16] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,83,1516059980284,""" t:[1516059980284] event:[drag_end] piece:[1] move#:[2] move:[22] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,84,1516059981214,""" t:[1516059981214] event:[drag_start] piece:[4] move#:[3] move:[17] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,85,1516059981853,""" t:[1516059981853] event:[drag_end] piece:[4] move#:[3] move:[17] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,86,1516059982768,""" t:[1516059982768] event:[drag_start] piece:[1] move#:[3] move:[22] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,87,1516059983041,""" t:[1516059983041] event:[drag_end] piece:[1] move#:[3] move:[4] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,88,1516059984186,""" t:[1516059984186] event:[drag_start] piece:[3] move#:[4] move:[26] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,89,1516059984501,""" t:[1516059984501] event:[drag_end] piece:[3] move#:[4] move:[28] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,90,1516059985168,""" t:[1516059985168] event:[drag_start] piece:[6] move#:[5] move:[3] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,91,1516059985511,""" t:[1516059985511] event:[drag_end] piece:[6] move#:[5] move:[21] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,92,1516059986201,""" t:[1516059986201] event:[drag_start] piece:[r] move#:[6] move:[12] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,93,1516059986490,""" t:[1516059986490] event:[drag_end] piece:[r] move#:[6] move:[14] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,94,1516059987202,""" t:[1516059987202] event:[drag_start] piece:[7] move#:[7] move:[0] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,95,1516059987435,""" t:[1516059987435] event:[drag_end] piece:[7] move#:[7] move:[2] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,96,1516059988221,""" t:[1516059988221] event:[drag_start] piece:[2] move#:[8] move:[18] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,97,1516059988486,""" t:[1516059988486] event:[drag_end] piece:[2] move#:[8] move:[0] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,98,1516059989158,""" t:[1516059989157] event:[drag_start] piece:[0] move#:[9] move:[19] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,99,1516059989374,""" t:[1516059989374] event:[drag_end] piece:[0] move#:[9] move:[1] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,100,1516059992077,""" t:[1516059992077] event:[drag_start] piece:[r] move#:[10] move:[14] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,101,1516059992360,""" t:[1516059992360] event:[drag_end] piece:[r] move#:[10] move:[12] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,102,1516059993239,""" t:[1516059993239] event:[drag_start] piece:[6] move#:[11] move:[21] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,103,1516059993474,""" t:[1516059993474] event:[drag_end] piece:[6] move#:[11] move:[9] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,104,1516059994213,""" t:[1516059994212] event:[drag_start] piece:[3] move#:[12] move:[28] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,105,1516059994448,""" t:[1516059994448] event:[drag_end] piece:[3] move#:[12] move:[24] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,106,1516059995328,""" t:[1516059995328] event:[drag_start] piece:[6] move#:[13] move:[9] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,107,1516059995650,""" t:[1516059995649] event:[drag_end] piece:[6] move#:[13] move:[21] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,108,1516059996290,""" t:[1516059996290] event:[drag_start] piece:[1] move#:[14] move:[4] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,109,1516059996560,""" t:[1516059996560] event:[drag_end] piece:[1] move#:[14] move:[22] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,110,1516059997229,""" t:[1516059997229] event:[drag_start] piece:[4] move#:[15] move:[17] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,111,1516059997474,""" t:[1516059997474] event:[drag_end] piece:[4] move#:[15] move:[29] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,112,1516059998338,""" t:[1516059998338] event:[drag_start] piece:[r] move#:[16] move:[12] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,113,1516059998552,""" t:[1516059998552] event:[win] piece:[r] move#:[16] move:[12] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,114,1516059998648,""" t:[1516059998648] event:[drag_end] piece:[r] move#:[16] move:[16] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,115,1516059998649,""" t:[1516059998649] event:[win] piece:[NA] move#:[17] move:[NA] instance:[prb55905]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,116,1516059999534,""" t:[1516059999534] event:[start] piece:[NA] move#:[0] move:[NA] instance:[prb37893]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,117,1516060010779,""" t:[1516060010779] event:[drag_start] piece:[1] move#:[0] move:[10] instance:[prb37893]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,118,1516060011223,""" t:[1516060011223] event:[drag_end] piece:[1] move#:[0] move:[4] instance:[prb37893]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,119,1516060012009,""" t:[1516060012008] event:[drag_start] piece:[6] move#:[1] move:[11] instance:[prb37893]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,120,1516060012190,""" t:[1516060012190] event:[drag_end] piece:[6] move#:[1] move:[5] instance:[prb37893]"""
A2NO0HQPTYBTRH:3IO1LGZLKA5F99UJ51U6ML3IMP068U,121,1516060012839,""" t:[1516060012839] event:[drag_start] piece:[4] move#:[2] move:[19] instance:[prb37893]"""
