subject, instance, optimal_length, human_length, complete, start_time, end_time, rt,nodes_expanded, skipped, trial_number
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb9718,999,32,False,1.51630404766e+12,1.51630407583e+12,28169.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb9718,999,16,True,1.51630407852e+12,1.51630409494e+12,16419.0,999,False,1
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb47495,999,42,True,1.51630409706e+12,1.51630414412e+12,47054.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb29585,999,39,False,1.5163041448e+12,1.51630420092e+12,56118.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb29585,999,15,False,1.51630420294e+12,1.51630421924e+12,16295.0,999,False,1
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb29585,999,40,True,1.51630424871e+12,1.51630429351e+12,44805.0,999,False,2
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb38725,999,67,True,1.51630429452e+12,1.5163043516e+12,57070.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb8786,999,16,True,1.51630435266e+12,1.5163043772e+12,24546.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb11647,999,11,True,1.51630437802e+12,1.51630438775e+12,9731.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb44171,999,34,True,1.51630438836e+12,1.51630474636e+12,358000.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb1267,999,6,False,1.51630475713e+12,1.51630485319e+12,96055.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb1267,999,4,False,1.51630485683e+12,1.51630487208e+12,15257.0,999,False,1
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb1267,999,17,True,1.51630488459e+12,1.51630491563e+12,31036.0,999,False,2
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb29414,999,11,True,1.51630491640e+12,1.51630501123e+12,94823.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb29027,999,16,True,1.51630501223e+12,1.51630514016e+12,127923.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb22436,999,11,True,1.51630514095e+12,1.51630519731e+12,56362.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb21272,999,7,True,1.51630519804e+12,1.51630527973e+12,81686.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb62015,999,12,True,1.51630528108e+12,1.51630533736e+12,56277.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb24406,999,16,True,1.51630533864e+12,1.516305404e+12,65357.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb13171,999,7,True,1.51630540483e+12,1.51630556622e+12,161387.0,999,False,0
A39GADIK8RLMVC:36AHBNMV1SKT9O0GSS6XX0QHZV3YDN,prb58853,999,1,False,1.51630556783e+12,1.51630556783e+12,0.0,999,True,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb11647,999,19,True,1.51630448249e+12,1.5163045163e+12,33812.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb38725,999,33,True,1.5163045177e+12,1.51630458781e+12,70104.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb38526,999,12,True,1.5163045886e+12,1.51630460214e+12,13539.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb29585,999,61,True,1.51630460285e+12,1.51630468701e+12,84160.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb24227,999,51,True,1.51630468771e+12,1.51630474701e+12,59297.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb33117,999,113,True,1.51630474776e+12,1.5163051501e+12,402343.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb3217,999,154,True,1.51630515078e+12,1.51630548911e+12,338331.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb45893,999,26,True,1.51630548986e+12,1.51630553107e+12,41204.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb44171,999,57,True,1.51630553176e+12,1.5163055894e+12,57632.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb1707,999,9,True,1.51630559011e+12,1.51630559847e+12,8355.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb25861,999,181,True,1.51630559905e+12,1.51630602744e+12,428393.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb34092,999,15,True,1.51630602816e+12,1.51630604156e+12,13404.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb1267,999,202,True,1.51630604225e+12,1.51630624938e+12,207126.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb29414,999,11,True,1.51630624998e+12,1.51630626311e+12,13127.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb15595,999,144,True,1.5163062636e+12,1.51630645891e+12,195317.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb54506,999,67,True,1.51630645947e+12,1.51630654082e+12,81352.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb48146,999,32,True,1.51630654137e+12,1.51630656838e+12,27011.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb12715,999,28,True,1.51630656898e+12,1.51630659725e+12,28265.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb20888,999,149,True,1.51630659783e+12,1.51630676392e+12,166095.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb62015,999,35,True,1.51630676465e+12,1.51630680666e+12,42014.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb78361,999,140,True,1.51630680778e+12,1.51630694076e+12,132979.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb23259,999,8,True,1.51630694188e+12,1.51630718848e+12,246601.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb55384,999,29,True,1.51630718898e+12,1.51630721634e+12,27353.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb54081,999,38,True,1.5163072169e+12,1.51630727117e+12,54271.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb6671,999,15,True,1.51630727216e+12,1.5163072869e+12,14733.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb25604,999,18,True,1.51630728753e+12,1.51630730159e+12,14063.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb717,999,17,True,1.51630730244e+12,1.51630731778e+12,15341.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb343,999,81,True,1.51630731871e+12,1.51630738658e+12,67878.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb31907,999,24,True,1.51630739177e+12,1.5163074098e+12,18027.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb10206,999,10,True,1.5163074107e+12,1.51630741955e+12,8854.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb2834,999,18,True,1.51630742054e+12,1.51630743806e+12,17521.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb42959,999,19,True,1.51630743867e+12,1.51630745738e+12,18704.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb79230,999,17,True,1.51630745824e+12,1.51630747261e+12,14369.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb29027,999,31,True,1.51630747317e+12,1.51630750229e+12,29115.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb8786,999,17,True,1.51630750339e+12,1.5163075174e+12,14015.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb46639,999,86,True,1.51630751844e+12,1.51630759374e+12,75294.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb47495,999,64,True,1.51630763377e+12,1.516307804e+12,170226.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb68514,999,39,True,1.51630780787e+12,1.51630783816e+12,30288.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb28111,999,16,True,1.5163078403e+12,1.51630785308e+12,12784.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb32795,999,15,True,1.51630785352e+12,1.51630786468e+12,11160.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb26567,999,12,True,1.51630786538e+12,1.51630787554e+12,10158.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb9718,999,14,True,1.51630787601e+12,1.51630788660e+12,10596.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb14898,999,80,True,1.51630788753e+12,1.51630795898e+12,71450.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb21272,999,52,True,1.51630796047e+12,1.51630801602e+12,55544.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb29600,999,60,True,1.51630801967e+12,1.51630808242e+12,62755.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb22436,999,15,True,1.51630808383e+12,1.51630809743e+12,13598.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb23404,999,19,True,1.51630810035e+12,1.51630811745e+12,17103.0,999,False,0
ARWF605I7RWM7:3AZHRG4CU5SYU12YRVPCSZALW5003R,prb46580,999,52,True,1.51630811873e+12,1.51630815877e+12,40035.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb47495,999,38,True,1.5163055282e+12,1.51630565512e+12,126915.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb717,999,34,True,1.51630565998e+12,1.51630574128e+12,81299.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb14047,999,10,True,1.51630574242e+12,1.51630576967e+12,27257.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb32795,999,13,True,1.51630577054e+12,1.51630579316e+12,22618.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb1267,999,149,True,1.51630579407e+12,1.51630619746e+12,403393.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb10166,999,28,True,1.51630619842e+12,1.5163062925e+12,94077.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb25861,999,57,True,1.51630629375e+12,1.51630644454e+12,150793.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb48146,999,33,True,1.51630644553e+12,1.5163065016e+12,56072.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb62222,999,11,True,1.51630650364e+12,1.51630652391e+12,20268.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb55384,999,22,True,1.51630653015e+12,1.51630659695e+12,66800.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb44171,999,37,True,1.51630659788e+12,1.51630670218e+12,104298.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb14651,999,12,True,1.51630670562e+12,1.51630674393e+12,38302.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb32695,999,13,True,1.51630674613e+12,1.5163067731e+12,26973.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb6671,999,24,True,1.51630677616e+12,1.51630683260e+12,56447.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb38526,999,15,True,1.51630683813e+12,1.51630688579e+12,47654.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb24406,999,28,True,1.51630688952e+12,1.51630695533e+12,65804.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb14898,999,66,True,1.51630696139e+12,1.51630714756e+12,186165.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb12715,999,35,True,1.51630715864e+12,1.5163072642e+12,105562.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb19279,999,21,True,1.51630727131e+12,1.51630730438e+12,33067.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb11647,999,9,True,1.51630732015e+12,1.51630735525e+12,35105.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb13171,999,9,True,1.51630735799e+12,1.51630737687e+12,18884.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb3203,999,19,True,1.51630737985e+12,1.51630741751e+12,37660.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb38725,999,15,True,1.51630742753e+12,1.51630746219e+12,34658.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb22436,999,17,True,1.51630747414e+12,1.51630751977e+12,45627.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb29232,999,7,True,1.51630753079e+12,1.51630757224e+12,41454.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb68910,999,45,True,1.51630757818e+12,1.51630768007e+12,101886.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb10206,999,7,True,1.51630771289e+12,1.51630772091e+12,8020.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb33509,999,12,True,1.51630773101e+12,1.51630776053e+12,29514.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb2834,999,12,True,1.51630778138e+12,1.51630780152e+12,20141.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb8786,999,10,True,1.51630781401e+12,1.51630782711e+12,13108.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639,999,81,True,1.51630784639e+12,1.51630805927e+12,212882.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb29600,999,14,True,1.51630811056e+12,1.51630814359e+12,33036.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb42959,999,11,True,1.51630817131e+12,1.5163082166e+12,45298.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb15290,999,14,True,1.51630822305e+12,1.51630825734e+12,34291.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46224,999,11,True,1.51630827829e+12,1.51630830607e+12,27774.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb23259,999,11,True,1.51630831995e+12,1.51630834564e+12,25693.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb78361,999,27,True,1.51630836328e+12,1.51630842091e+12,57630.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb12604,999,9,True,1.5163084675e+12,1.5163084944e+12,26898.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb29414,999,17,True,1.51630850851e+12,1.5163085373e+12,28788.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb20888,999,245,True,1.51630856936e+12,1.51630913382e+12,564462.0,999,False,0
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb23404,999,28,True,1.51630963217e+12,1.51630968243e+12,50257.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb717,999,32,True,1.51631181127e+12,1.51631187456e+12,63294.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb15595,999,65,True,1.51631187647e+12,1.5163119748e+12,98331.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb8786,999,9,True,1.51631197606e+12,1.51631198694e+12,10881.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb22436,999,23,True,1.51631199266e+12,1.51631203623e+12,43571.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb42959,999,26,True,1.51631203712e+12,1.51631207797e+12,40849.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb78361,999,53,True,1.5163120789e+12,1.51631215311e+12,74213.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb33117,999,41,True,1.5163121546e+12,1.51631221468e+12,60086.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb1267,999,147,True,1.51631221616e+12,1.51631243799e+12,221824.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb20059,999,7,True,1.51631243878e+12,1.51631244772e+12,8944.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb10206,999,8,True,1.5163124485e+12,1.51631245565e+12,7150.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb25604,999,62,True,1.51631245632e+12,1.51631255468e+12,98365.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb13171,999,9,True,1.51631255637e+12,1.51631256839e+12,12021.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb79230,999,78,True,1.51631256915e+12,1.51631267662e+12,107477.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb2834,999,7,True,1.51631267736e+12,1.51631268783e+12,10462.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb24406,999,86,True,1.51631268864e+12,1.51631281644e+12,127797.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb46580,999,40,True,1.51631281832e+12,1.51631287239e+12,54065.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb32695,999,7,True,1.51631287328e+12,1.51631288358e+12,10300.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb3203,999,136,True,1.51631288424e+12,1.51631308200e+12,197763.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb10166,999,198,True,1.51631308356e+12,1.51631348141e+12,397843.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb31907,999,28,True,1.5163134835e+12,1.51631352038e+12,36883.0,999,False,0
AYPOAY43REHC8:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb65535,999,34,False,1.51631352143e+12,1.51631357021e+12,48787.0,999,True,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb14047,999,7,True,1.51631388759e+12,1.51631389734e+12,9753.0,999,False,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb9718,999,16,False,1.51631390009e+12,1.51631393331e+12,33223.0,999,False,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb9718,999,20,True,1.51631393681e+12,1.51631398558e+12,48771.0,999,False,1
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb29232,999,9,True,1.51631398679e+12,1.51631399764e+12,10857.0,999,False,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb14485,999,47,False,1.51631400016e+12,1.51631409056e+12,90397.0,999,True,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb717,999,13,False,1.51631409379e+12,1.5163141282e+12,34404.0,999,False,0
A58QOLDFC179Q:3ON104KXQL4CKNMNKGNG9ZBVBAB4WI,prb717,999,18,True,1.51631413060e+12,1.51631416766e+12,37055.0,999,False,1
